GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
PLCG1	HsaALTA0006381-1/2	chr20:39802767-39802951	0	chr20:39802651,39802767+39802764-39802951	Alt3	0.00	Fail	40.00	Fail	57.14	Fail	100.00	Fail	78.95	Fail	15.79	Fail
PLCG1	HsaALTA0006381-2/2	chr20:39802764-39802951	3	chr20:39802651,39802767+39802764-39802951	Alt3	100.00	Fail	60.00	Fail	42.86	Fail	0.00	Fail	21.05	Fail	84.21	Fail
PLCG1	HsaALTA0006382-1/2	chr20:39791092-39791176	0	chr20:39788793,39791092+39791014-39791176	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
PLCG1	HsaALTA0006382-2/2	chr20:39791014-39791176	78	chr20:39788793,39791092+39791014-39791176	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
GDAP1L1	HsaALTA0003614-1/2	chr20:42887074-42887111	0	chr20:42885985,42887074+42886829-42887111	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GDAP1L1	HsaALTA0003614-2/2	chr20:42886829-42887111	245	chr20:42885985,42887074+42886829-42887111	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNFX1	HsaALTA0009932-1/2	chr20:47892316-47892416	0	chr20:47894558,47892316-47892424+47892416	Alt3	0.00	Fail	100.00	Fail	0.00	Fail	0.00	Fail	86.36	Fail	0.00	Fail
ZNFX1	HsaALTA0009932-2/2	chr20:47892316-47892424	8	chr20:47894558,47892316-47892424+47892416	Alt3	100.00	Fail	0.00	Fail	100.00	Fail	100.00	Fail	13.64	Fail	100.00	Fail
ZNFX1	HsaALTA0009933-1/2	chr20:47872471-47872484	0	chr20:47873954,47872471-47872515+47872484	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ZNFX1	HsaALTA0009933-2/2	chr20:47872471-47872515	31	chr20:47873954,47872471-47872515+47872484	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EDN3	HsaALTA0002747-1/2	chr20:57899386-57899529	0	chr20:57896248,57899386+57899382-57899529	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
EDN3	HsaALTA0002747-2/2	chr20:57899382-57899529	4	chr20:57896248,57899386+57899382-57899529	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
CSE1L	HsaALTA0002193-1/2	chr20:47679766-47679830	0	chr20:47675085,47679766+47679739-47679830	Alt3	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
CSE1L	HsaALTA0002193-2/2	chr20:47679739-47679830	27	chr20:47675085,47679766+47679739-47679830	Alt3	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
STAU1	HsaALTA0008281-1/2	chr20:47740912-47741124	0	chr20:47752370,47740912-47741142+47741124	Alt3	72.98	Pass	71.09	Pass	74.37	Pass	69.47	Pass	74.71	Pass	75.75	Pass
STAU1	HsaALTA0008281-2/2	chr20:47740912-47741142	18	chr20:47752370,47740912-47741142+47741124	Alt3	27.02	Pass	28.91	Pass	25.63	Pass	30.53	Pass	25.29	Pass	24.25	Pass
STAU1	HsaALTA0008282-1/2	chr20:47739629-47739766	0	chr20:47740912,47739629-47739772+47739766	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.28	Pass
STAU1	HsaALTA0008282-2/2	chr20:47739629-47739772	6	chr20:47740912,47739629-47739772+47739766	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.72	Pass
STAU1	HsaALTA0008283-1/2	chr20:47770470-47770604	0	chr20:47790732,47770470-47770608+47770604	Alt3	0.00	Pass	0.30	Pass	0.54	Pass	0.00	Pass	0.19	Pass	0.08	Pass
STAU1	HsaALTA0008283-2/2	chr20:47770470-47770608	4	chr20:47790732,47770470-47770608+47770604	Alt3	100.00	Pass	99.70	Pass	99.46	Pass	100.00	Pass	99.81	Pass	99.92	Pass
STX16	HsaALTA0008323-1/2	chr20:57244358-57244474	0	chr20:57243183,57244358+57244347-57244474	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
STX16	HsaALTA0008323-2/2	chr20:57244347-57244474	11	chr20:57243183,57244358+57244347-57244474	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
STX16	HsaALTA0008324-1/2	chr20:57246220-57246275	0	chr20:57245659,57246220+57246210-57246275	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
STX16	HsaALTA0008324-2/2	chr20:57246210-57246275	10	chr20:57245659,57246220+57246210-57246275	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
STX16	HsaALTA0008325-1/2	chr20:57266478-57266542	0	chr20:57266283,57266478+57266461-57266542	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
STX16	HsaALTA0008325-2/2	chr20:57266461-57266542	17	chr20:57266283,57266478+57266461-57266542	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PPP4R1L	HsaALTA0006631-1/2	chr20:56847825-56847927	0	chr20:56861370,56847825-56847931+56847927	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
PPP4R1L	HsaALTA0006631-2/2	chr20:56847825-56847931	4	chr20:56861370,56847825-56847931+56847927	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
PPP4R1L	HsaALTA0006632-1/2	chr20:56815571-56815666	0	chr20:56818568,56815571-56815766+56815666	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PPP4R1L	HsaALTA0006632-2/2	chr20:56815571-56815766	100	chr20:56818568,56815571-56815766+56815666	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PPP4R1L	HsaALTA0006633-1/2	chr20:56807860-56807885	0	chr20:56810296,56807860-56807978+56807885	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
PPP4R1L	HsaALTA0006633-2/2	chr20:56807860-56807978	93	chr20:56810296,56807860-56807978+56807885	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
RNF114	HsaALTA0007204-1/2	chr20:48558120-48558139	0	chr20:48553089,48558120+48558098-48558139	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RNF114	HsaALTA0007204-2/2	chr20:48558098-48558139	22	chr20:48553089,48558120+48558098-48558139	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RNF114	HsaALTA0007205-1/2	chr20:48568680-	0	chr20:48562787,48568680+48568613-	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
RNF114	HsaALTA0007205-2/2	chr20:48568613-	67	chr20:48562787,48568680+48568613-	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
DDX27	HsaALTA0002403-1/2	chr20:47841482-47841528	0	chr20:47839970,47841482+47841312-47841528	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
DDX27	HsaALTA0002403-2/2	chr20:47841312-47841528	170	chr20:47839970,47841482+47841312-47841528	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
MAGEA10	HsaALTA0004916-1/2	chrX:151305343-151305376	0	chrX:151306947,151305343-151305441+151305376	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAGEA10	HsaALTA0004916-2/2	chrX:151305343-151305441	65	chrX:151306947,151305343-151305441+151305376	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MTRR	HsaALTA0005434-1/2	chr5:7878062-7878078	0	chr5:7875488,7878062+7878057-7878078	Alt3	0.00	Pass	0.00	Fail	5.26	Fail	0.00	Pass	0.00	Pass	0.00	Pass
MTRR	HsaALTA0005434-2/2	chr5:7878057-7878078	5	chr5:7875488,7878062+7878057-7878078	Alt3	100.00	Pass	100.00	Fail	94.74	Fail	100.00	Pass	100.00	Pass	100.00	Pass
MTRR	HsaALTA0005435-1/2	chr5:7891485-7891501	0	chr5:7890525,7891485+7891482-7891501	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
MTRR	HsaALTA0005435-2/2	chr5:7891482-7891501	3	chr5:7890525,7891485+7891482-7891501	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
FASTKD3	HsaALTA0003247-1/3	chr5:7868066-7868145	0	chr5:7869092,7868066-7868309+7868220+7868145	Alt3	3.12	Pass	0.00	Fail	0.00	Pass	NA	Fail	10.00	Fail	0.00	Fail
FASTKD3	HsaALTA0003247-2/3	chr5:7868066-7868220	75	chr5:7869092,7868066-7868309+7868220+7868145	Alt3	93.75	Pass	100.00	Fail	100.00	Pass	NA	Fail	60.00	Fail	84.21	Fail
FASTKD3	HsaALTA0003247-3/3	chr5:7868066-7868309	164	chr5:7869092,7868066-7868309+7868220+7868145	Alt3	3.12	Pass	0.00	Fail	0.00	Pass	NA	Fail	30.00	Fail	15.79	Fail
FASTKD3	HsaALTA0003248-1/2	chr5:7861722-7861765	0	chr5:7862936,7861722-7861886+7861765	Alt3	93.94	Pass	78.26	Fail	70.00	Fail	100.00	Pass	100.00	Pass	96.39	Pass
FASTKD3	HsaALTA0003248-2/2	chr5:7861722-7861886	121	chr5:7862936,7861722-7861886+7861765	Alt3	6.06	Pass	21.74	Fail	30.00	Fail	0.00	Pass	0.00	Pass	3.61	Pass
IL9R	HsaALTA0004269-1/2	chrX:155231073-155231173	0	chrX:155227452,155231073+155230995-155231173	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004269-2/2	chrX:155230995-155231173	78	chrX:155227452,155231073+155230995-155231173	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004270-1/2	chrX:155232571-155232635	0	chrX:155231173,155232571+155232547-155232635	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004270-2/2	chrX:155232547-155232635	24	chrX:155231173,155232571+155232547-155232635	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004271-1/2	chrX:155233349-155233520	0	chrX:155233225,155233349+155233342-155233520	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004271-2/2	chrX:155233342-155233520	7	chrX:155233225,155233349+155233342-155233520	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004272-1/2	chrX:155234114-155234230	0	chrX:155233520,155234114+155234085-155234230	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IL9R	HsaALTA0004272-2/2	chrX:155234085-155234230	29	chrX:155233520,155234114+155234085-155234230	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
STAMBP	HsaALTA0008266-1/2	chr2:74074517-74074550	0	chr2:74072389,74074517+74074514-74074550	Alt3	8.70	Pass	13.89	Pass	4.00	Pass	4.44	Pass	2.70	Pass	2.33	Pass
STAMBP	HsaALTA0008266-2/2	chr2:74074514-74074550	3	chr2:74072389,74074517+74074514-74074550	Alt3	91.30	Pass	86.11	Pass	96.00	Pass	95.56	Pass	97.30	Pass	97.67	Pass
NAGK	HsaALTA0005544-1/2	chr2:71297633-71297716	0	chr2:71295842,71297633+71297632-71297716	Alt3	0.00	Pass	2.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
NAGK	HsaALTA0005544-2/2	chr2:71297632-71297716	1	chr2:71295842,71297633+71297632-71297716	Alt3	100.00	Pass	98.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
NAGK	HsaALTA0005545-1/2	chr2:71304700-71304766	0	chr2:71303831,71304700+71304688-71304766	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	8.04	Pass	0.00	Pass	1.21	Pass
NAGK	HsaALTA0005545-2/2	chr2:71304688-71304766	12	chr2:71303831,71304700+71304688-71304766	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	91.96	Pass	100.00	Pass	98.79	Pass
ATP8A1	HsaALTA0000824-1/2	chr4:42457314-42457436	0	chr4:42457542,42457314-42457450+42457436	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	68.77	Pass	100.00	Pass
ATP8A1	HsaALTA0000824-2/2	chr4:42457314-42457450	14	chr4:42457542,42457314-42457450+42457436	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	31.23	Pass	0.00	Pass
USP22	HsaALTA0009335-1/2	chr17:20921255-20921321	0	chr17:20922397,20921255-20921424+20921321	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
USP22	HsaALTA0009335-2/2	chr17:20921255-20921424	103	chr17:20922397,20921255-20921424+20921321	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
HIF3A	HsaALTA0003993-1/2	chr19:46823704-46823818	0	chr19:46815524,46823704+46823700-46823818	Alt3	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail
HIF3A	HsaALTA0003993-2/2	chr19:46823700-46823818	4	chr19:46815524,46823704+46823700-46823818	Alt3	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF45	HsaALTA0009828-1/2	chr19:44435399-44435515	0	chr19:44436756,44435399-44435517+44435515	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
ZNF45	HsaALTA0009828-2/2	chr19:44435399-44435517	2	chr19:44436756,44435399-44435517+44435515	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
USP9X	HsaALTA0009358-1/3	chrX:41029280-41029320	0	chrX:41027471,41029280+41029250+41029248-41029320	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
USP9X	HsaALTA0009358-2/3	chrX:41029250-41029320	30	chrX:41027471,41029280+41029250+41029248-41029320	Alt3	7.14	Fail	0.00	Fail	12.50	Fail	6.67	Pass	0.00	Pass	0.00	Fail
USP9X	HsaALTA0009358-3/3	chrX:41029248-41029320	32	chrX:41027471,41029280+41029250+41029248-41029320	Alt3	92.86	Fail	100.00	Fail	87.50	Fail	93.33	Pass	100.00	Pass	100.00	Fail
USP9X	HsaALTA0009359-1/2	chrX:41064558-41064746	0	chrX:41060533,41064558+41064556-41064746	Alt3	2.30	Pass	3.04	Pass	0.00	Pass	1.70	Pass	0.00	Pass	3.85	Pass
USP9X	HsaALTA0009359-2/2	chrX:41064556-41064746	2	chrX:41060533,41064558+41064556-41064746	Alt3	97.70	Pass	96.96	Pass	100.00	Pass	98.30	Pass	100.00	Pass	96.15	Pass
TRERF1	HsaALTA0008954-1/2	chr6:42232442-42232592	0	chr6:42233489,42232442-42232595+42232592	Alt3	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail
TRERF1	HsaALTA0008954-2/2	chr6:42232442-42232595	3	chr6:42233489,42232442-42232595+42232592	Alt3	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
TRERF1	HsaALTA0008955-1/2	chr6:42200419-42200630	0	chr6:42203943,42200419-42200666+42200630	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass
TRERF1	HsaALTA0008955-2/2	chr6:42200419-42200666	36	chr6:42203943,42200419-42200666+42200630	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass
BTN2A2	HsaALTA0001007-1/2	chr6:26384020-26384143	0	chr6:26383527,26384020+26383881-26384143	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BTN2A2	HsaALTA0001007-2/2	chr6:26383881-26384143	139	chr6:26383527,26384020+26383881-26384143	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BTN2A2	HsaALTA0001008-1/2	chr6:26385371-26385437	0	chr6:26384143,26385371+26385243-26385437	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BTN2A2	HsaALTA0001008-2/2	chr6:26385243-26385437	128	chr6:26384143,26385371+26385243-26385437	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SIRT5	HsaALTA0007816-1/2	chr6:13597963-13598096	0	chr6:13597248,13597963+13597960-13598096	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SIRT5	HsaALTA0007816-2/2	chr6:13597960-13598096	3	chr6:13597248,13597963+13597960-13598096	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MRS2	HsaALTA0005363-1/2	chr6:24412514-24412623	0	chr6:24409801,24412514+24412450-24412623	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
MRS2	HsaALTA0005363-2/2	chr6:24412450-24412623	64	chr6:24409801,24412514+24412450-24412623	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
MRS2	HsaALTA0005364-1/2	chr6:24415276-24415391	0	chr6:24412623,24415276+24415261-24415391	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
MRS2	HsaALTA0005364-2/2	chr6:24415261-24415391	15	chr6:24412623,24415276+24415261-24415391	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
WRNIP1	HsaALTA0009554-1/2	chr6:2770429-2770595	0	chr6:2769116,2770429+2770354-2770595	Alt3	0.00	Fail	12.50	Fail	10.00	Fail	0.00	Pass	25.93	Pass	9.09	Pass
WRNIP1	HsaALTA0009554-2/2	chr6:2770354-2770595	75	chr6:2769116,2770429+2770354-2770595	Alt3	100.00	Fail	87.50	Fail	90.00	Fail	100.00	Pass	74.07	Pass	90.91	Pass
WRNIP1	HsaALTA0009555-1/2	chr6:2773222-2773279	0	chr6:2770595,2773222+2773172-2773279	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
WRNIP1	HsaALTA0009555-2/2	chr6:2773172-2773279	50	chr6:2770595,2773222+2773172-2773279	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SERPINB6	HsaALTA0007655-1/2	chr6:2956930-2957027	0	chr6:2959402,2956930-2957048+2957027	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SERPINB6	HsaALTA0007655-2/2	chr6:2956930-2957048	21	chr6:2959402,2956930-2957048+2957027	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
XPO5	HsaALTA0009569-1/2	chr6:43496566-43496663	0	chr6:43498426,43496566-43496666+43496663	Alt3	88.89	Fail	87.50	Fail	56.45	Fail	75.00	Fail	95.65	Pass	91.25	Pass
XPO5	HsaALTA0009569-2/2	chr6:43496566-43496666	3	chr6:43498426,43496566-43496666+43496663	Alt3	11.11	Fail	12.50	Fail	43.55	Fail	25.00	Fail	4.35	Pass	8.75	Pass
XPO5	HsaALTA0009570-1/2	chr6:43493604-43493659	0	chr6:43494423,43493604-43493692+43493659	Alt3	100.00	Pass	100.00	Pass	97.44	Pass	100.00	Pass	92.11	Pass	100.00	Pass
XPO5	HsaALTA0009570-2/2	chr6:43493604-43493692	33	chr6:43494423,43493604-43493692+43493659	Alt3	0.00	Pass	0.00	Pass	2.56	Pass	0.00	Pass	7.89	Pass	0.00	Pass
XPO5	HsaALTA0009571-1/3	chr6:43492272-43492319	0	chr6:43492569,43492272-43492373+43492365+43492319	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
XPO5	HsaALTA0009571-2/3	chr6:43492272-43492365	46	chr6:43492569,43492272-43492373+43492365+43492319	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
XPO5	HsaALTA0009571-3/3	chr6:43492272-43492373	54	chr6:43492569,43492272-43492373+43492365+43492319	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ABCC10	HsaALTA0000042-1/2	chr6:43403876-43403985	0	chr6:43403645,43403876+43403831-43403985	Alt3	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Pass	100.00	Fail
ABCC10	HsaALTA0000042-2/2	chr6:43403831-43403985	45	chr6:43403645,43403876+43403831-43403985	Alt3	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Pass	0.00	Fail
PEX6	HsaALTA0006198-1/2	chr6:42940621-42940718	0	chr6:42941741,42940621-42940721+42940718	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PEX6	HsaALTA0006198-2/2	chr6:42940621-42940721	3	chr6:42941741,42940621-42940721+42940718	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRICKLE4	HsaALTA0006678-1/2	chr6:41751869-41751976	0	chr6:41751343,41751869+41751472-41751976	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRICKLE4	HsaALTA0006678-2/2	chr6:41751472-41751976	397	chr6:41751343,41751869+41751472-41751976	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RPS10	HsaALTA0007360-1/2	chr6:34392849-34392947	0	chr6:34393809,34392849-34392998+34392947	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RPS10	HsaALTA0007360-2/2	chr6:34392849-34392998	51	chr6:34393809,34392849-34392998+34392947	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
TCP11	HsaALTA0008539-1/2	chr6:-35086080	0	chr6:35087005,-35086278+35086080	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	1.23	Pass
TCP11	HsaALTA0008539-2/2	chr6:-35086278	198	chr6:35087005,-35086278+35086080	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	98.77	Pass
TCP11	HsaALTA0008540-1/2	chr6:35103904-35103980	0	chr6:35108524,35103904-35103995+35103980	Alt3	34.69	Fail	0.00	Fail	0.00	Fail	0.00	Pass	58.30	Pass	0.00	Pass
TCP11	HsaALTA0008540-2/2	chr6:35103904-35103995	15	chr6:35108524,35103904-35103995+35103980	Alt3	65.31	Fail	100.00	Fail	100.00	Fail	100.00	Pass	41.70	Pass	100.00	Pass
KLHDC3	HsaALTA0004608-1/2	chr6:42985277-42985429	0	chr6:42985084,42985277+42985257-42985429	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
KLHDC3	HsaALTA0004608-2/2	chr6:42985257-42985429	20	chr6:42985084,42985277+42985257-42985429	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
COL21A1	HsaALTA0002025-1/2	chr6:55924870-55924914	0	chr6:55925539,55924870-55925016+55924914	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
COL21A1	HsaALTA0002025-2/2	chr6:55924870-55925016	102	chr6:55925539,55924870-55925016+55924914	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GLO1	HsaALTA0003669-1/2	chr6:38649788-38649843	0	chr6:38650584,38649788-38649877+38649843	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
GLO1	HsaALTA0003669-2/2	chr6:38649788-38649877	34	chr6:38650584,38649788-38649877+38649843	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CPNE5	HsaALTA0002120-1/2	chr6:36760173-36760220	0	chr6:36762367,36760173-36760223+36760220	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CPNE5	HsaALTA0002120-2/2	chr6:36760173-36760223	3	chr6:36762367,36760173-36760223+36760220	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SSR1	HsaALTA0008233-1/2	chr6:7303783-7303866	0	chr6:7310150,7303783-7303870+7303866	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SSR1	HsaALTA0008233-2/2	chr6:7303783-7303870	4	chr6:7310150,7303783-7303870+7303866	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RIOK1	HsaALTA0007192-1/2	chr6:7395286-7395376	0	chr6:7393536,7395286+7395254-7395376	Alt3	96.48	Pass	97.08	Pass	96.84	Pass	99.84	Pass	95.78	Pass	97.54	Pass
RIOK1	HsaALTA0007192-2/2	chr6:7395254-7395376	32	chr6:7393536,7395286+7395254-7395376	Alt3	3.52	Pass	2.92	Pass	3.16	Pass	0.16	Pass	4.22	Pass	2.46	Pass
DEK	HsaALTA0002434-1/2	chr6:18226110-18226240	0	chr6:18226405,18226110-18226273+18226240	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DEK	HsaALTA0002434-2/2	chr6:18226110-18226273	33	chr6:18226405,18226110-18226273+18226240	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DEK	HsaALTA0002435-1/2	chr6:18258184-18258262	0	chr6:18258535,18258184-18258293+18258262	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
DEK	HsaALTA0002435-2/2	chr6:18258184-18258293	31	chr6:18258535,18258184-18258293+18258262	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
RAB17	HsaALTA0006910-1/2	chr2:238492977-238493051	0	chr2:238494641,238492977-238493112+238493051	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
